Total Current Assets,Total Current Liabilities,Total Debt,"Total Assets, Reported",Net Income - Actual,Total Revenue,Total Equity,"Property Plant And Equipment, Total - Gross",Total CO2 Equivalent Emissions To Revenues USD in million,Company Market Capitalization,Revenue Per Share,P/E (Daily Time Series Ratio),returns_yearly,RIC,Year,ESG Score
76.456,23.483,180.336,463.967,,191.623,127.03,309.558,,,3.619545314,,0.0,SLCA.K,2009,
76.456,23.483,180.336,463.967,,191.623,127.03,309.558,,,3.619545314,,0.0,SLCA.K,2010,
126.86,32.826,257.169,508.534,,244.953,97.564,324.226,,,4.626889691,,0.0,SLCA.K,2011,
175.569,70.458,282.377,605.796,44.104,295.596,121.934,392.397,,884.1165245,5.583479628,13.06694368,23.156855165000003,SLCA.K,2012,
177.267,80.09,260.815,686.81,76.098,441.921,231.694,492.722,,1821.502994,8.394996296,22.55221522,85.982135583,SLCA.K,2013,
317.532,64.133,376.11,863.461,78.53,545.985,309.294,555.435,,1385.072137,10.22271527,13.28664819,-5.148743058000001,SLCA.K,2014,
558.11,140.657,495.086,1226.727,137.378,876.741,403.816,722.511,,999.8853168,16.14743259,16.78360529,-9.118834469999998,SLCA.K,2015,31.06970345
439.14,83.918,491.705,1108.619,10.789,642.989,384.167,770.585,556.5619835,4003.699039,11.99583963,,119.96791335960803,SLCA.K,2016,29.12228579
892.945,109.96,516.192,2073.22,-35.607,559.625,1273.29,1049.701,294.3238149,2644.793546,8.604717315,40.52624373,-48.358496136999996,SLCA.K,2017,35.46655711
703.244,213.945,511.942,2307.283,122.761,1240.851,1396.506,1522.675,297.5740792,789.0647082,15.1397145,8.953701098,-96.718804335,SLCA.K,2018,46.48944656
600.237,261.339,1259.755,2900.84,125.0,1577.298,1044.82,2326.126,297.0721144,452.4451065,20.63094973,,0.23315653200000241,SLCA.K,2019,49.10176391
509.04,335.398,1232.448,2553.234,-46.384,1474.477,705.217,2277.295,395.0879848,519.1288456,20.12855446,,98.826899605,SLCA.K,2020,54.0977909
486.313,194.895,1239.702,2246.947,-39.026,845.885,615.26,2244.963,585.9459362,700.9697124,11.4876959,,32.772142884000004,SLCA.K,2021,75.28888336
1987.84969,2182.920428,1702.887139,4573.189937,271.4644547,7243.019013,1088.355419,954.1386595,,4093.724141,16.49747332,12.52876187,14.564974206,SECUb.ST,2009,18.81125381
1871.246613,1787.296444,1538.434681,4580.305019,284.5655273,8752.087931,1230.789643,1074.411329,,4878.17388,19.93468979,13.62311604,16.728139148,SECUb.ST,2010,17.26415749
2060.374378,2071.164565,1649.795821,4900.995559,363.4299577,9141.822409,1331.872783,,9.581378773,3608.421359,20.82239064,11.78833053,-20.259459357,SECUb.ST,2011,25.67550399
2225.616307,2211.068846,1807.587328,5323.296263,324.0967128,9300.081303,1336.290252,1200.339731,9.416728408,3642.838992,21.18293133,13.28386489,2.9813389489999995,SECUb.ST,2012,33.30637245
2682.285415,2686.547872,2312.282645,5917.766904,308.0472987,10226.5411,1321.561567,1310.990059,10.70604059,4452.997964,23.29314238,17.49293972,25.00223494,SECUb.ST,2013,36.97898857
2592.135722,2081.035313,2145.773455,5785.138347,318.4927764,10207.10923,1454.984697,1362.204235,12.70570472,5103.526542,23.24888213,17.88471577,37.717031018,SECUb.ST,2014,39.29377757
2279.430441,1866.641011,1834.224873,5270.194343,283.3733595,9007.388878,1447.027131,1262.497595,11.8647944,6467.908192,20.51626151,19.75515329,40.336145417,SECUb.ST,2015,47.32548373
2046.220328,1499.023264,1479.962114,4813.993962,325.6723193,9573.207838,1481.09868,1234.996744,12.28317922,6587.972252,21.80503564,20.0611719,13.983585436999999,SECUb.ST,2016,52.68757394
2289.568168,1939.282146,1791.099839,5314.327437,330.1405213,9679.985068,1590.654062,1296.485391,10.93932209,7305.508711,22.0482437,18.64088659,3.3850427849999996,SECUb.ST,2017,54.53031787
2724.34983,2138.007974,2017.057439,6040.625724,385.8047808,11241.18171,1892.022386,1511.125742,12.2330251,6640.051458,25.60420414,17.75924056,3.008413440999999,SECUb.ST,2018,57.85856348
2829.797569,2143.475216,2058.854096,6265.973069,415.7668553,11462.05549,1991.708463,1527.732592,13.83970555,7227.008211,26.10729158,18.26689897,16.50203326,SECUb.ST,2019,59.39497232
2891.048921,2127.750481,2334.223457,6642.811365,390.5592334,11845.65264,2090.258492,1831.125828,11.48279483,6776.769486,26.98585196,17.54750694,-10.579560285999998,SECUb.ST,2020,58.62248316
3052.174125,2973.900764,2399.9367,7197.618932,345.7525376,13141.40332,2154.282514,2058.114622,11.64643972,5783.599249,29.94261935,15.61142137,9.600183125000001,SECUb.ST,2021,61.23271307
165.894,168.592,85.148,331.974,-35.342,836.213,153.437,273.769,,58.85661474,27.91657208,,46.31005782985338,WNC,2009,
172.058,110.631,59.554,302.834,-24.255,640.372,129.025,271.794,,537.2568779,12.85397138,43.33886125,-23.869956621,WNC,2011,
264.045,168.516,69.821,388.05,15.742,1187.244,146.346,278.583,,613.8216568,17.35280189,18.81923464,24.593318511,WNC,2012,
418.095,196.693,425.151,902.626,64.849,1461.854,268.727,324.277,,846.1839497,21.32101394,7.360083911,35.4318907289013,WNC,2013,
449.001,216.363,370.595,912.245,48.19,1635.686,322.379,,,852.6385567,23.67779853,17.04098937,5.296432512999999,WNC,2014,
485.659,186.857,332.527,928.651,62.992,1863.315,390.832,362.844,,786.6554168,26.22060707,9.155921552,1.0068623190000014,WNC,2015,
529.507,211.077,315.177,949.67,103.392,2027.489,439.811,,,981.4064509,29.2280158,8.130290213,37.842820626999995,WNC,2016,48.48919036
481.405,166.614,237.836,898.733,121.538,1845.444,472.391,374.957,,1279.826376,28.06246769,16.11202685,39.646044422,WNC,2017,44.78550685
576.391,283.668,551.413,1351.513,86.166,1767.161,506.063,446.345,,721.176107,28.2298599,9.023241054,-42.108662527999996,WNC,2018,42.3914186
549.419,271.676,505.911,1304.393,84.095,2267.278,473.849,475.158,50.14798615,785.5274778,38.80332021,9.905463176,20.353920292,WNC,2019,55.27361415
541.389,259.378,456.091,1304.591,89.575,2319.136,520.988,520.761,55.46970423,912.3315669,41.94494484,,36.601768125999996,WNC,2020,56.78218258
545.764,235.753,448.357,1161.47,7.751,1481.889,404.879,517.504,49.63205732,955.5914886,27.98921522,31.58984982,-9.198100539000002,WNC,2021,54.86602426
240.811949,188.0573474,60.71636989,464.3250319,,654.487958,240.1321704,166.7539391,,,0.513581965,,0.0,0973.HK,2009,
253.8564423,280.5117605,83.58529567,589.8350424,100.6696842,827.1457329,212.4994934,223.2859131,,4017.068208,0.649049024,31.18877368,46.444960851,0973.HK,2010,
702.1190702,209.4805728,85.01494398,1113.163449,142.1077437,1093.947335,793.6116266,280.3674377,,2917.111876,0.751724361,22.84046548,-23.899518701,0973.HK,2011,
747.7623889,220.512102,92.38785259,1214.845355,152.3571797,1218.808209,867.5473007,332.5167454,,4579.518591,0.826428518,27.60689477,51.000107895,0973.HK,2012,
775.8930975,227.7651734,106.0244825,1324.145357,164.015987,1337.387682,934.86509,404.8298404,,3090.301312,0.909488589,21.74029454,-34.49873000221707,0973.HK,2013,
840.2660351,287.8714439,109.2823111,1480.200215,121.0412236,1452.551568,1042.92914,472.5165928,,3663.411805,0.98749677,26.65964852,21.722445504,0973.HK,2014,
770.856358,217.3009861,118.2183976,1297.630825,133.7025991,1263.857206,916.1442965,428.7423415,,2858.604839,0.858664749,24.96064296,-20.83248683243602,0973.HK,2015,
810.5747022,231.7354845,101.125283,1352.095257,125.2502895,1459.427232,967.7934668,475.7489561,13.67588716,2796.178099,0.992227747,22.60329132,5.113147961000003,0973.HK,2016,41.56244176
803.0849999,225.186889,77.77990757,1324.049581,147.7387272,1409.044151,979.57532,465.6486274,,2707.182915,0.962541767,19.08273046,1.70219888491326,0973.HK,2017,41.9481719
887.4005076,289.1981469,108.4608561,1604.801508,113.4762887,1625.595722,1147.055272,549.0648333,,2696.87773,1.111981019,25.26726558,2.718988225999998,0973.HK,2018,52.87591172
623.07235,289.2787437,648.2781828,2203.040942,132.5698261,1600.531688,1141.635446,568.916433,12.10665579,3499.970717,1.091826753,22.7670309,29.668648693,0973.HK,2019,51.41120506
609.9569869,514.1469064,988.9500386,2656.180655,130.7076702,1813.260174,1211.514283,991.6631741,,3647.666294,1.238134477,28.07241118,13.890551819999997,0973.HK,2020,61.47809624
947.9558089,1040.834565,957.991462,2919.732367,184.3210436,1803.585251,1398.960899,353.3307532,12.40359505,5945.231893,1.226278756,26.82158413,33.298033285,0973.HK,2021,62.43567212
169.3294754,80.88648467,47.82991571,273.6892132,-11.38517977,304.2618918,136.981591,74.26510672,,167.3371494,6.596978665,,97.29483007900001,ADAG.DE,2009,
169.6644334,96.23203344,40.63305274,282.0205578,1.808144871,333.2875222,144.9779534,82.01483136,,365.8578708,7.204548357,40.98028248,102.207684443,ADAG.DE,2010,
200.1498228,96.71727644,39.37529262,313.1857401,9.671764576,390.2414554,154.3896729,88.60811986,,222.5824518,8.085042115,18.17315887,-39.52520424,ADAG.DE,2011,
207.7799353,110.5385113,36.17734628,336.4349515,22.64239216,402.5177994,176.033657,95.1961165,,250.8859426,8.262161454,9.20635655,17.323348402,ADAG.DE,2012,
229.9688621,120.9679122,38.29559848,374.8350749,21.83228232,435.4931919,203.0676061,98.42199704,,247.9093598,8.927300745,24.97495826,-0.3601087679999999,ADAG.DE,2013,
245.7280699,98.39458999,53.89394398,411.257113,7.554494698,427.0583061,225.3456855,108.8874838,,174.7986588,8.789703785,11.51062519,-19.861140313,ADAG.DE,2014,
268.2616392,121.6689654,46.33854976,425.2071546,29.58913772,479.9448312,234.4902857,103.6793693,,401.6324355,9.755109088,23.00035761,-26.965942804,ADAG.DE,2016,
282.1288898,148.7867956,62.41063919,467.3591253,22.77867699,595.7590412,251.2058452,111.8397813,,360.1846299,11.89732057,29.52655776,-8.016363969999999,ADAG.DE,2017,
279.0741474,226.7067334,115.8347429,556.4808484,-5.212674146,617.1603028,272.3347849,132.6111731,14.281198,357.1676675,12.44091953,61.98592806,9.526204768,ADAG.DE,2018,75.26990833
294.9995412,166.9602716,102.6286815,558.0076154,10.96905814,575.7191027,280.5773465,138.865951,12.25415706,454.5651158,11.46069557,50.04639654,36.319712146,ADAG.DE,2019,70.21817166
301.8182633,178.396072,129.3735847,601.2622469,7.548065,624.1968029,286.7430442,191.1754815,8.837896274,438.32425,12.35530009,37.2893889,-5.372180524999999,ADAG.DE,2020,71.02689957
302.3632145,159.5481192,110.4372252,610.6155349,24.71721316,689.9829018,321.468002,214.0632633,8.991748937,820.1890477,13.64784217,13.15052116,61.999112550999996,ADAG.DE,2021,78.5181138
805.971401,506.9820103,144.9518458,1662.263597,168.4147749,1552.256748,957.0735662,1160.034106,,4613.43728,13.10462854,23.68398845,33.6537893,BIOX.PA,2009,30.14419534
874.8496822,557.3211934,70.2914734,1804.959056,201.4227698,1751.417282,1147.855466,1242.913589,,3896.023232,14.81224462,18.5422227,-7.437518021000002,BIOX.PA,2010,44.57574484
943.749582,546.8530533,63.00581901,1937.930573,233.9872371,1815.263193,1299.846164,1260.651461,,2821.258806,15.36533809,13.4722372,-25.259511915999997,BIOX.PA,2011,44.94736708
1006.990291,740.1941748,225.1132686,2299.805825,222.917021,1847.508091,1382.783172,1309.126214,,3747.976619,15.62515168,17.37491928,30.320984412,BIOX.PA,2012,51.42618599
1115.421153,688.9909225,150.4116529,2446.696221,207.1021255,2071.194849,1521.796496,1400.939413,29.00651316,4136.038914,17.51662675,22.29528011,7.664438021,BIOX.PA,2013,43.98684107
1644.170767,691.6458202,554.0588834,3019.215438,234.0378444,2182.560409,1732.963136,1494.900624,28.90493405,4092.131174,18.4202894,25.07124999,13.364633854,BIOX.PA,2014,47.7799501
1199.298373,739.7326559,446.6219077,3121.635517,143.4115067,2054.557552,1670.356257,1488.296135,31.86099146,4708.856035,17.36053532,30.11764531,28.527148517,BIOX.PA,2015,44.87968622
1190.365005,742.2812524,402.5803369,3012.130624,119.5262414,2133.556325,1623.027552,1491.621507,,5885.702421,18.02720363,41.01163821,29.387951665,BIOX.PA,2016,50.67767948
1243.692178,798.7804878,476.5559294,3184.188394,188.8782257,2211.101766,1702.270816,1673.359966,34.57661154,10604.95858,18.73053136,45.30950474,48.653298869,BIOX.PA,2017,52.2931839
1534.770456,781.9004091,561.4136107,3586.809179,290.3162875,2744.928684,2084.42797,1912.645002,25.50161011,7805.498383,23.23610274,25.08999673,-21.343125873,BIOX.PA,2018,54.44942684
1507.47775,913.2718598,750.0688137,4015.964767,290.5932377,2776.974952,2212.129553,2178.410863,23.76674906,10528.3981,23.49331536,35.75016783,35.453369475,BIOX.PA,2019,64.21481809
1612.559693,1311.683071,663.9687913,4239.513037,296.7798085,2998.453019,2470.573728,2355.110643,23.01188334,16681.58865,25.28021148,44.80926938,43.996196260000005,BIOX.PA,2020,71.73914394
2029.311187,1128.236444,587.8114314,4797.020029,491.9109597,3808.255984,2969.101124,2654.250122,17.06817285,16805.71627,32.11214738,29.18694836,-11.921510405,BIOX.PA,2021,71.02054527
2816.206,1056.61,0.0,7187.341,650.769,3572.376,5901.405,814.333,,14013.45813,6.478350044,63.10633666,55.683333729,JNPR.K,2009,31.4117897
2878.959,1375.785,0.0,7590.263,491.547,3315.912,5822.136,922.551,19.94021554,19316.61784,6.209398612,43.95395074,38.969107901,JNPR.K,2010,54.26660412
3214.37,1471.976,0.0,8467.851,691.601,4093.266,6608.2,1065.381,19.44168788,10735.82328,7.597145456,21.3688189,-41.989598931,JNPR.K,2011,51.19861596
4439.661,1466.703,999.034,9983.82,644.625,4448.7,7089.182,1260.381,20.87458583,10141.35936,8.217029922,55.94902864,0.3950305740000015,JNPR.K,2012,56.02780481
3600.7,1422.0,999.2,9832.1,449.6,4365.4,6999.0,1580.6,26.20126449,11397.94561,8.296085139,30.00491884,19.607720507,JNPR.K,2013,57.22890051
3703.9,1441.4,999.3,10326.0,654.0,4669.1,7302.2,1709.1,21.18245486,9654.935237,9.149715853,18.40475621,1.8377759770000002,JNPR.K,2014,47.99252386
2810.6,1513.4,1349.0,8281.4,677.6,4627.1,4919.1,1730.2,17.44461974,10610.17833,10.11609095,,28.180669145254527,JNPR.K,2015,44.99354526
2912.4,1801.9,1937.4,8607.9,809.7,4857.8,4574.4,,25.83329902,10747.93222,12.16274412,18.26065043,6.477995461999999,JNPR.K,2016,57.83541041
3971.9,1735.9,2133.7,9656.5,810.1,4990.1,4962.5,2157.1,20.89517244,10685.45664,12.86771532,17.0949399,4.3300480729999995,JNPR.K,2017,59.41584861
4184.5,1738.2,2136.3,9833.8,809.0,5027.2,4680.9,2223.3,16.01189529,9288.104904,13.08485164,18.59851129,-1.3767972050000008,JNPR.K,2018,67.84668423
4581.8,1842.5,2139.0,9363.3,666.4,4647.5,4823.2,2124.1,12.88047337,8243.834642,13.11371332,23.19405599,-3.0653628290000006,JNPR.K,2019,71.0887074
3209.8,1543.9,1683.9,8837.7,597.5,4445.4,4610.6,2216.3,11.96112836,7422.365779,12.76680069,19.22337891,-0.12277421700000124,JNPR.K,2020,80.17956876
351.6730715,250.7264036,0.0,422.907489,7.109415641,477.2705971,139.2820321,124.1915831,,338.6069844,13.56571455,11.18350118,25.896374106,ASCN.S,2009,
317.5277644,288.9425398,96.7648479,588.3148238,22.90147691,518.7831965,173.1530662,138.1941091,,565.6867985,14.90117873,17.00070547,45.418311138,ASCN.S,2010,
341.6175683,329.2983396,80.44991966,621.638993,34.9537535,506.5881093,202.4638457,139.9035886,,322.5255973,14.62117705,10.82153485,-50.671953388,ASCN.S,2011,
267.7047782,258.7457338,18.66467577,552.1544369,25.03793627,466.6168942,152.3037543,118.1740614,,349.3155186,13.43694982,10.75073107,11.901978902,ASCN.S,2012,
261.0595303,162.7525942,114.0360459,569.6340797,18.62433862,491.3162206,182.1955216,119.1698525,,608.2451002,14.24486089,16.3457452,58.3025069014634,ASCN.S,2013,
247.0878136,145.0492832,68.43637993,535.1702509,41.60090192,514.8969534,275.9856631,115.031362,,555.2184466,14.8438205,17.37871933,7.216766218999999,ASCN.S,2014,
223.7199477,150.990846,23.23709888,315.2600342,41.6801992,440.2977568,108.5403883,90.53415149,,579.2935938,12.50146244,14.00807006,11.764130088999998,ASCN.S,2015,
204.332202,139.3491715,20.06388501,285.8854063,28.74555612,410.0618886,116.4903174,63.98482731,,565.9265082,11.53175996,75.03634573,5.531293029999999,ASCN.S,2016,
142.2676361,95.9913539,10.02161525,221.1632934,9.801960392,348.1037532,79.48516408,51.18883867,,931.1300421,9.713125558,,52.068198554,ASCN.S,2017,
156.1120805,94.32413014,18.47480242,235.6563687,27.50345121,317.8692395,85.29200452,57.3745253,,496.7787826,8.828980063,19.79534124,-54.505747492990565,ASCN.S,2018,30.08432029
148.2575912,85.49011616,20.37905034,222.5392297,21.16506775,324.5363766,84.7768494,54.6158549,8.14882728,390.7552621,9.020657536,16.83173069,-18.255627184947762,ASCN.S,2019,45.94755114
146.6212027,130.3988427,41.33085348,221.3267204,0.533504055,292.3124613,65.3027485,38.95432941,6.913864898,535.3007946,8.102772517,,43.779287610999994,ASCN.S,2020,55.05552075
154.2198622,98.40695967,21.46650096,229.4655971,7.033109717,317.478251,80.32990623,44.17579934,7.075420035,463.4990147,8.763145648,45.94467886,13.983421316000001,ASCN.S,2021,57.04754081
1672.428276,1272.454123,1315.585423,5076.893254,206.231614,4734.589041,2359.136728,1305.408374,31.44272923,2939.971343,29.07355056,10.72724118,32.589920935,TPK.L,2010,50.12003248
2065.141092,1831.157284,1304.849704,6390.721762,253.9955263,4918.027672,3044.597314,1373.640944,26.99704889,2221.781322,26.21169611,9.103094991,-23.983111609999998,TPK.L,2011,77.10041902
2207.049758,2000.901027,1028.102717,6511.006509,343.0397394,7424.305976,3274.455889,1476.751954,26.23450698,3192.353439,34.20341744,9.100542188,37.015759597999995,TPK.L,2012,77.05299583
2474.364183,2661.737223,960.9165516,7078.248151,345.4841805,7873.405379,3665.556188,1612.415698,24.10998053,5640.087479,35.68705617,17.15261354,61.677796693000005,TPK.L,2013,68.64116535
2633.068989,2230.261088,707.6041787,7356.997401,415.9650556,8524.196619,4164.169467,1753.11667,23.77070314,5303.545278,38.16430104,13.71223462,3.308367621000001,TPK.L,2014,60.00170109
2780.23484,2230.043293,752.9510699,7353.848071,446.6425017,8690.783941,4169.962936,1818.450805,23.35232423,5356.541652,38.7269438,15.680719,9.834532553,TPK.L,2015,68.52244895
2724.606496,2216.589047,812.3563049,7121.529211,434.9490338,8756.705771,4111.743206,2004.509815,26.70499868,3302.321224,38.78269949,16.94673543,-22.546471814,TPK.L,2016,65.6281974
3004.134688,2105.312939,835.4502216,6947.627284,367.531717,8692.438655,3849.043347,2115.71722,26.61004902,2537.965983,38.56355716,,-30.605507893,TPK.L,2018,61.49340314
3016.405572,2165.637598,776.9046283,6528.550288,377.3584906,6649.997449,3451.931418,2039.597898,16.85269119,3949.367853,29.96196698,44.63010955,48.904841311999995,TPK.L,2019,57.1869546
3070.265392,2081.846398,2601.692714,8312.482054,147.0649793,5055.580623,3710.570573,3673.516825,12.52951083,4658.189841,22.79000899,24.45374318,23.383394975999998,TPK.L,2021,61.23944528
426.3767739,457.2972269,3.254784533,803.9317797,104.1344636,2180.705637,305.9497461,597.2529619,28.70341668,1218.578857,14.06906863,11.92516596,38.614580968,SMWH.L,2009,65.30919758
437.4453193,460.4687572,0.0,787.4015748,110.4477134,2013.783365,285.4906295,598.6093844,29.31538799,1120.854737,13.33631367,10.68474517,4.751835983999998,SMWH.L,2010,70.86367103
420.9260373,498.9354959,0.0,809.3481335,115.047595,2068.875851,152.7685232,641.9528368,25.18319577,1134.15137,14.56954825,10.42177298,14.30918101,SMWH.L,2011,75.21772735
390.2531887,483.8504981,0.0,766.2288216,134.7687272,1971.889079,150.7075322,669.458722,25.45317824,1399.506442,14.71559014,11.25123848,30.542613679,SMWH.L,2012,71.41464116
361.3355458,446.6293442,0.0,718.0187026,138.8866717,1839.244452,158.1812261,637.3772932,22.75874803,2019.200707,14.48223978,15.75608758,46.431970561,SMWH.L,2013,64.5254707
390.0285468,487.9506074,19.91635132,758.4810463,151.2177858,1926.906991,167.6292903,673.8365531,21.59362051,2480.940074,15.92485116,17.76860048,36.070802347,SMWH.L,2014,68.09590504
352.8635645,428.0388457,29.14959881,699.5903714,159.1544725,1807.275126,225.5258434,653.5646891,21.71430823,2987.290971,15.3158909,20.66757796,31.130323599,SMWH.L,2015,62.41770837
310.0327111,352.0710448,40.72463578,617.4380263,133.5358832,1592.201889,220.701252,587.2229739,21.30871273,2154.194539,13.84523382,16.5898225,-8.798563118,SMWH.L,2016,65.67075689
312.8797869,351.6665374,43.95831717,630.9311406,153.8155539,1595.428335,241.7707444,567.5794482,18.77602811,3492.185174,14.24489585,22.66078342,45.537909015,SMWH.L,2017,65.90910958
336.9839933,371.9784849,60.91633724,684.3367248,157.4719793,1635.66846,274.7715637,632.4930335,13.03801689,2373.739354,14.86971327,17.51848608,-27.182461836,SMWH.L,2018,63.14322244
362.2483711,339.1519984,278.3720704,906.8365263,161.0990824,1698.191189,285.6656618,655.2076242,14.63025526,3966.504084,15.57973568,26.73576835,47.713820263,SMWH.L,2019,57.92167387
421.1229947,504.0106952,1282.085561,1934.491979,-68.19314397,1364.973262,296.7914439,1344.919786,17.32925638,2701.941253,11.37477718,,-23.709552713000008,SMWH.L,2020,70.40519198
426.3747146,517.1512667,1217.23104,1856.793112,-38.77575579,1218.606442,237.9445988,1295.628971,14.08911866,2621.206986,9.302339255,,15.942193809,SMWH.L,2021,78.61278816
113.2649926,73.88061786,157.537499,389.3745985,14.10164243,364.2356359,169.9673193,211.0276249,,577.282656,1.240197367,14.24507416,70.214912094,HPOLb.ST,2010,
219.5296432,236.221646,386.3006349,731.9145131,49.27329635,566.0377358,196.4291037,347.1042356,,966.1430837,1.901043563,12.73869283,49.516974951618366,HPOLb.ST,2011,
267.5745521,141.5546328,246.5228375,756.1195157,93.01137474,1044.890967,359.0406226,340.45704,,1737.57254,3.148305061,16.33039212,58.916210154,HPOLb.ST,2012,
297.9103191,396.3930693,278.3676484,908.9650078,120.5589694,1232.111532,447.6348752,406.2413443,,2472.408883,3.579638384,19.24643422,37.818588848,HPOLb.ST,2013,
300.1538055,174.7790017,149.4554663,913.2008638,143.0131172,1248.465829,561.9339102,413.8766759,,3133.288956,3.627152321,24.05110002,48.603042448,HPOLb.ST,2014,
314.54044,225.2581618,72.73426977,934.3852222,129.3920006,1144.121609,647.6813546,,100.5130536,3568.602317,3.324002349,23.84542095,26.624767141,HPOLb.ST,2015,36.45374912
338.0098266,192.9793406,62.03753034,1032.735453,165.2529806,1329.42639,737.9387912,502.1014621,88.00954168,3051.033512,3.862354815,21.52213961,-1.2232752009999963,HPOLb.ST,2016,46.61650808
376.0554256,204.3325977,3.184118932,1081.282871,159.4748858,1194.483788,829.9570693,534.1634002,119.7139389,3339.865531,3.470308885,19.71098458,5.660428722999999,HPOLb.ST,2017,56.36750062
402.5994611,263.7258129,102.4177914,1261.933502,193.2104311,1491.154273,854.7008547,598.900228,94.55447374,2574.462614,4.332219467,15.20258173,-10.38723669875402,HPOLb.ST,2018,56.27405656
537.481361,282.2963264,263.4313858,1633.003479,181.6035394,1555.51037,970.5842483,624.0115675,81.00501768,3235.358879,4.519191897,19.61370823,32.991820194,HPOLb.ST,2019,58.32941643
567.0796838,452.7878658,427.579577,1861.247597,175.9000332,1656.483657,1042.085025,711.6000855,88.07833478,3536.959895,4.812543571,23.4986248,9.255210589999999,HPOLb.ST,2020,57.72295225
518.0893022,318.6930905,340.3612991,1834.859035,175.4728493,1634.123777,1111.773872,748.7705118,84.2043424,4434.415963,4.747581928,17.64132695,17.05900017,HPOLb.ST,2021,58.97048917
,,,,,,,,,,,,0.0,INWT.MI,2009,
,,,,,,,,,,,,0.0,INWT.MI,2010,
,,,,,,,,,,,,0.0,INWT.MI,2011,
,,,,,,,,,,,,0.0,INWT.MI,2012,
,,,,,,,,,,,,0.0,INWT.MI,2013,
,,,,,,,,,,,,0.0,INWT.MI,2014,
,,,,,379.8415291,,,,3111.447869,0.633069216,34.62462347,22.436553603,INWT.MI,2015,
132.8569412,62.70240332,130.2081863,1874.170567,70.17037219,259.788925,1567.057265,3.461083177,,2614.154962,0.552629163,26.61383843,-8.990520254,INWT.MI,2016,
144.639897,96.21303616,126.1522708,1864.985387,105.4067727,350.6182191,1560.204479,1084.053827,,4201.282614,0.584363698,30.19060722,39.92484452,INWT.MI,2017,61.41491849
153.2015091,151.4270342,120.0350884,2172.309125,156.1048911,427.7731793,1826.586329,1269.568503,,3853.35064,0.712955299,23.95414136,1.0459815470000002,INWT.MI,2018,72.47381497
229.882925,167.1202289,195.6230617,2216.450385,159.216582,434.0675291,1775.742396,1258.262455,166.2510953,5521.629829,0.723713801,36.80179913,43.886967256,INWT.MI,2019,60.71369578
184.7400623,277.7431899,890.1479161,2906.109073,156.5748067,443.239513,1750.098323,2074.096832,207.2203374,11723.00145,0.739006102,28.84112692,23.793512148,INWT.MI,2020,64.07133558
312.8912311,415.8413654,4681.997863,11096.02743,187.4679909,810.2193454,5594.139338,3499.240596,217.8746727,11611.64002,0.929881393,47.22738127,1.7583101340000002,INWT.MI,2021,57.62615893
2643.0,1217.0,1003.0,5154.0,-311.0,5228.0,1679.0,2331.0,,2430.307895,47.44101633,,56.493495269,DAN,2010,
2933.0,1407.0,947.0,5101.0,67.667,5921.0,1687.0,2095.0,,1787.878053,42.05255682,21.08350108,-22.977705371000003,DAN,2011,
3021.0,1453.0,902.0,5277.0,357.0,7544.0,1737.0,2135.0,,2311.824266,35.0394798,11.80938547,31.272416747999998,DAN,2012,
2953.0,1310.0,904.0,5144.0,375.0,7224.0,1843.0,2225.0,,2882.26062,33.64694923,,27.333210015000002,DAN,2013,
3165.0,1268.0,1624.0,5129.0,355.0,6769.0,1309.0,2322.0,,3610.363039,46.2363388,14.95000619,16.023296586,DAN,2014,
2954.0,1261.0,1653.0,4905.0,346.0,6617.0,1080.0,2327.0,97.79471947,2109.967298,38.13832853,6.276321893,-41.060927898,DAN,2015,31.0446182
2431.0,1089.0,1575.0,4301.0,278.0,6060.0,728.0,2350.0,92.96618606,2729.762267,37.875,39.04144811,42.259972891,DAN,2016,26.0427983
2284.0,1253.0,1664.0,4860.0,285.0,5826.0,1157.0,2715.0,86.60355112,4637.31927,39.6866485,6.70633341,56.424848749,DAN,2017,52.00961426
2882.0,1702.0,1799.0,5644.0,370.0,7209.0,1013.0,3363.0,66.57607761,1971.753882,49.07420014,4.919068156,-77.650919366,DAN,2018,49.23999366
2907.0,1747.0,1783.0,5918.0,435.0,8143.0,1345.0,3576.0,71.67540603,2619.75421,55.58361775,10.99604867,52.449525654,DAN,2019,47.12698566
3288.0,1941.0,2454.0,7376.0,57.0,7106.0,1758.0,4731.0,61.10206819,3291.526221,49.17647059,15.72285878,17.52902367,DAN,2021,55.83468345
151.562,494.038,2557.691,4811.348,,1855.204,1704.551,4562.309,,,10.39555879,,0.0,NCLH.K,2009,
151.562,494.038,2557.691,4811.348,,1855.204,1704.551,4562.309,,,10.39555879,,0.0,NCLH.K,2010,
138.241,653.317,3204.085,5572.371,,2012.128,1740.526,5533.908,,,11.27487592,,0.0,NCLH.K,2011,
152.143,817.446,3038.081,5562.411,,2219.324,1844.463,5703.086,,,12.3773447,,0.0,NCLH.K,2012,
182.924,1075.488,3127.789,6650.978,295.79,2570.294,2608.908,7113.783,,10760.26063,12.28398197,24.49783627,29.729766144,NCLH.K,2014,25.80088159
283.735,2086.599,6080.023,11468.996,480.561,3125.881,3518.813,10348.86,,13349.97664,14.74348519,37.42448046,27.277468515,NCLH.K,2015,28.88065157
